id;ano_lançamento;titulo_obra;genero;pais_produtor_obra;nacionalidade_obra;data_lançamento;distribuidora;publico_acumulado;avaliacao
255;2010;Gente grande;Ficção;Estados Unidos;Estrangeiros;24/09/2010;Sony;1525889;
256;2011;Caça às bruxas;Ficção;Estados Unidos;Estrangeiros;28/01/2011;Imagem;1498453;
257;2010;Muita calma nessa hora;Ficção;Brasil;Brasileiros;12/11/2010;Europa/RioFilme;1485498;
258;2015;Busca Implacável 3;Ficção;França;Estrangeiros;22/01/2015;Fox;1480960;
259;2009;A Verdade Nua e Crua;Ficção;Estados Unidos;Estrangeiros;18/09/2009;Sony;1474442;
260;2013;Faroeste caboclo;Ficção;Brasil;Brasileiros;30/05/2013;Europa/RioFilme;1469772;
261;2017;Os Smurfs e a Vila Perdida;Animação;Estados Unidos;Estrangeiros;06/04/2017;Sony;1464327;
262;2009;A Proposta;Ficção;Estados Unidos;Estrangeiros;10/07/2009;Sony;1460499;
263;2012;Gonzaga - De Pai para Filho;Ficção;Brasil;Brasileiros;26/10/2012;Downtown/Paris/RioFilme;1460494;
264;2009;O Dia em que a Terra Parou;Ficção;Estados Unidos;Estrangeiros;09/01/2009;Fox;1458321;
265;2011;Cisne Negro;Ficção;Estados Unidos;Estrangeiros;05/02/2011;Fox;1455823;
266;2011;Zé Colméia - o filme;Animação;Estados Unidos, Nova Zelândia;Estrangeiros;22/01/2011;Warner;1450720;
267;2013;G.I. Joe: Retaliação;Ficção;Estados Unidos;Estrangeiros;29/03/2013;Paramount;1441120;
268;2010;Salt;Ficção;Estados Unidos;Estrangeiros;30/07/2010;Sony;1433588;
269;2010;Resident Evil 4: recomeço;Ficção;Estados Unidos;Estrangeiros;17/09/2010;Sony;1430951;
270;2009;Tá Chovendo Hamburger;Animação;Estados Unidos;Estrangeiros;02/10/2009;Sony;1430854;
271;2014;Muita calma nessa hora 2;Ficção;Brasil;Brasileiros;17/01/2014;Downtown/Paris;1429862;
272;2011;Lanterna verde;Ficção;Estados Unidos;Estrangeiros;19/08/2011;Warner;1427285;
273;2009;Monstros vs Alienígenas;Animação;Estados Unidos;Estrangeiros;03/04/2009;Paramount;1418995;
274;2017;La La Land – Cantando estações;Ficção;Estados Unidos;Estrangeiros;19/01/2017;Paris;1398364;
275;2015;Atividade Paranormal: Dimensão Fantasma;Ficção;Estados Unidos;Estrangeiros;22/10/2015;Paramount;1388210;
276;2016;Warcraft: O Primeiro Encontro de Dois Mundos;Ficção;Estados Unidos;Estrangeiros;02/06/2016;Universal;1386959;
277;2009;O Exterminador do Futuro: A Salvação;Ficção;Estados Unidos;Estrangeiros;05/06/2009;Sony;1385608;
278;2009;Quem Quer Ser um Milionário?;Ficção;Inglaterra;Estrangeiros;06/03/2009;Europa;1379754;
279;2014;A Menina que Roubava Livros;Ficção;Estados Unidos;Estrangeiros;31/01/2014;Fox;1376548;
280;2009;Sim Senhor;Ficção;Estados Unidos;Estrangeiros;31/01/2009;Warner;1376092;
281;2013;Reino escondido;Animação;Estados Unidos;Estrangeiros;17/05/2013;Fox;1369909;
282;2010;Tron - o legado;Ficção;Estados Unidos;Estrangeiros;17/12/2010;Sony;1366098;
283;2017;Os parças;Ficção;Brasil;Brasileiros;30/11/2017;Downtown/Paris;1362132;
284;2017;Polícia Federal - A lei é para todos;Ficção;Brasil;Brasileiros;07/09/2017;Downtown/Paris;1360480;
285;2016;As Tartarugas Ninja: Fora das Sombras;Ficção;Estados Unidos;Estrangeiros;16/06/2016;Paramount;1356462;
286;2011;Amizade colorida;Ficção;Estados Unidos;Estrangeiros;30/09/2011;Sony;1353920;
287;2011;Os três mosqueteiros;Ficção;Alemanha, França, Reino Unido;Estrangeiros;12/10/2011;Playarte;1350364;
288;2013;O lado bom da vida;Ficção;Estados Unidos;Estrangeiros;01/02/2013;Paris;1338808;
289;2017;Lego Batman;Animação;Dinamarca, Estados Unidos;Estrangeiros;09/02/2017;Warner;1336388;
290;2016;Cegonhas - A história que não te contaram;Animação;Estados Unidos;Estrangeiros;22/09/2016;Warner;1331915;
291;2011;As viagens de Gulliver;Ficção;Estados Unidos;Estrangeiros;14/01/2011;Fox;1330938;
292;2013;Truque de mestre;Ficção;Estados Unidos;Estrangeiros;06/07/2013;Paris;1330675;
293;2013;O Concurso;Ficção;Brasil;Brasileiros;19/07/2013;Downtown/Paris;1320102;
294;2014;Godzilla;Ficção;Estados Unidos;Estrangeiros;15/05/2014;Warner;1314631;
295;2016;Caça-fantasmas (2016);Ficção;Estados Unidos;Estrangeiros;14/07/2016;Universal;1310703;
296;2016;Ben-Hur (2016);Ficção;Estados Unidos;Estrangeiros;18/08/2016;Paramount;1309875;
297;2017;Passageiros (2017);Ficção;Estados Unidos;Estrangeiros;05/01/2017;Sony;1307677;
298;2009;Xuxa em o Mistério de Feiurinha;Ficção;Brasil;Brasileiros;25/12/2009;Playarte;1307135;
299;2017;xXx: Reativado;Ficção;Estados Unidos;Estrangeiros;19/01/2017;Paramount;1298025;
300;2013;Depois da Terra;Ficção;Estados Unidos;Estrangeiros;07/06/2013;Sony;1293122;
301;2015;Golpe Duplo;Ficção;Estados Unidos;Estrangeiros;12/03/2015;Warner;1288436;
302;2014;Vestido pra Casar;Ficção;Brasil;Brasileiros;07/08/2014;Imagem;1258720;
303;2016;Deuses do Egito;Ficção;Estados Unidos;Estrangeiros;25/02/2016;Paris;1246758;
304;2011;O palhaço;Ficção;Brasil;Brasileiros;28/10/2011;Imagem;1242880;
305;2017;Power Rangers;Ficção;Estados Unidos;Estrangeiros;23/03/2017;Paris;1240526;
306;2015;Poltergeist - O Fenômeno;Ficção;Estados Unidos;Estrangeiros;21/05/2015;Fox;1235290;
307;2015;O Destino de Júpiter;Ficção;Estados Unidos;Estrangeiros;05/02/2015;Warner;1233711;
308;2017;D.P.A. - Detetives do Prédio Azul;Ficção;Brasil;Brasileiros;20/07/2017;Downtown/Paris;1222718;
309;2014;Interestelar;Ficção;Estados Unidos;Estrangeiros;06/11/2014;Warner;1216736;
310;2017;Resident Evil 6 - O Capítulo Final;Ficção;Alemanha, Austrália, Canadá, França;Estrangeiros;26/01/2017;Sony;1214555;
311;2011;O homem do futuro;Ficção;Brasil;Brasileiros;02/09/2011;Paramount;1211083;
312;2013;Aviões;Animação;Estados Unidos;Estrangeiros;13/09/2013;Disney;1207258;
313;2014;Divergente;Ficção;Estados Unidos;Estrangeiros;17/04/2014;Paris;1206219;
314;2012;Atividade paranormal 4;Ficção;Estados Unidos;Estrangeiros;19/10/2012;Paramount;1197530;
315;2010;O Fada do Dente;Ficção;Estados Unidos;Estrangeiros;22/01/2010;Fox;1197161;
316;2014;As Aventuras de Peabody e Sherman;Animação;Estados Unidos;Estrangeiros;28/02/2014;Fox;1195543;
317;2011;Qualquer gato;Ficção;Brasil;Brasileiros;10/06/2011;Disney;1194628;
318;2013;Gravidade;Ficção;Estados Unidos, Reino Unido;Estrangeiros;11/10/2013;Warner;1184941;
319;2011;Sem saída;Ficção;Estados Unidos;Estrangeiros;23/09/2011;Paris;1176016;
320;2013;Círculo de Fogo;Ficção;Estados Unidos;Estrangeiros;09/08/2013;Warner;1165714;
321;2011;Meia-noite em Paris;Ficção;Espanha, Estados Unidos;Estrangeiros;17/06/2011;Paris;1164523;
322;2015;Sniper Americano;Ficção;Estados Unidos;Estrangeiros;19/02/2015;Warner;1162544;
323;2012;O Vingador do Futuro;Ficção;Canadá, Estados Unidos;Estrangeiros;17/08/2012;Sony;1149566;
324;2011;O zelador animal;Ficção;Estados Unidos;Estrangeiros;07/10/2011;Sony;1146710;
325;2009;Operação Valquíria;Ficção;Estados Unidos;Estrangeiros;13/02/2009;Fox;1144728;
326;2013;Django livre;Ficção;Estados Unidos;Estrangeiros;18/01/2013;Sony;1143428;
327;2016;Anjos da Noite - Guerras de Sangue;Ficção;Estados Unidos;Estrangeiros;01/12/2016;Sony;1135715;
328;2013;Mato sem cachorro;Ficção;Brasil;Brasileiros;04/10/2013;Imagem;1134563;
329;2011;Gnomeu e Julieta;Animação;Estados Unidos, Reino Unido;Estrangeiros;04/03/2011;Imagem;1127519;
330;2016;Tô ryca!;Ficção;Brasil;Brasileiros;22/09/2016;Downtown/Paris;1121570;
331;2011;O discurso do rei;Ficção;Austrália, Estados Unidos, Reino Unido;Estrangeiros;11/02/2011;Paris;1104322;
332;2011;Atividade paranormal 3;Ficção;Estados Unidos;Estrangeiros;21/10/2011;Paramount;1102366;
333;2012;Prometheus;Ficção;Estados Unidos;Estrangeiros;15/06/2012;Fox;1101176;
334;2009;Atividade Paranormal;Ficção;Estados Unidos;Estrangeiros;04/12/2009;Playarte;1086788;
335;2012;Intocáveis;Ficção;França;Estrangeiros;31/08/2012;Califórnia;1082848;
336;2016;Um Suburbano Sortudo;Ficção;Brasil;Brasileiros;11/02/2016;Downtown/Paris;1070434;
337;2014;O lobo de Wall Street;Ficção;Estados Unidos;Estrangeiros;24/01/2014;Paris;1069614;
338;2010;Os mercenários;Ficção;Estados Unidos;Estrangeiros;13/08/2010;Califórnia;1066176;
339;2014;Festa no Céu;Animação;Estados Unidos;Estrangeiros;16/10/2014;Fox;1058451;
340;2013;Turbo;Animação;Estados Unidos;Estrangeiros;19/07/2013;Fox;1052338;
341;2010;A lenda dos guardiões;Animação;Estados Unidos;Estrangeiros;08/10/2010;Warner;1051719;
342;2012;A invenção de Hugo Cabret;Ficção;Estados Unidos;Estrangeiros;17/02/2012;Paramount;1048419;
343;2013;Oblivion;Ficção;Estados Unidos;Estrangeiros;12/04/2013;Universal;1047781;
344;2014;Frankenstein - Entre anjos e demônios;Ficção;Estados Unidos;Estrangeiros;24/01/2014;Playarte;1037248;
345;2014;Uma Aventura Lego;Animação;Estados Unidos;Estrangeiros;07/02/2014;Warner;1036117;
346;2014;Atividade Paranormal: Marcados pelo Mal;Ficção;Estados Unidos;Estrangeiros;10/01/2014;Paramount;1034040;
347;2012;John Carter: Entre Dois Mundos;Ficção;Estados Unidos;Estrangeiros;09/03/2012;Disney;1033305;
348;2015;No Coração do Mar;Ficção;Estados Unidos;Estrangeiros;03/12/2015;Warner;1031551;
349;2011;Rango;Animação;Estados Unidos;Estrangeiros;09/03/2011;Paramount;1021074;
350;2017;Assassinato no expresso do Oriente;Ficção;Estados Unidos;Estrangeiros;30/11/2017;Fox;1018120;
351;2017;Kingsman: O Círculo Dourado;Ficção;Estados Unidos, Reino Unido;Estrangeiros;28/09/2017;Fox;1016303;
352;2010;O aprendiz de feiticeiro;Ficção;Estados Unidos;Estrangeiros;13/08/2010;Sony;1014740;
353;2012;Guerra é Guerra!;Ficção;Estados Unidos;Estrangeiros;16/03/2012;Fox;1013544;
354;2009;A Princesa e o Sapo;Animação;Estados Unidos;Estrangeiros;11/12/2009;Sony;1012119;
355;2017;Fragmentado;Ficção;Estados Unidos;Estrangeiros;23/03/2017;Universal;1011581;
356;2017;A morte te dá parabéns;Ficção;Estados Unidos;Estrangeiros;12/10/2017;Universal;1007676;
357;2009;Um Faz de Conta que Acontece;Ficção;Estados Unidos;Estrangeiros;23/01/2009;Sony;1005573;
358;2012;Abraham Lincoln: Caçador de vampiros;Ficção;Estados Unidos;Estrangeiros;07/09/2012;Fox;1002726;
359;2014;Alemão;Ficção;Brasil;Brasileiros;13/03/2014;Downtown/Paris;955841;
360;2010;O Bem amado;Ficção;Brasil;Brasileiros;23/07/2010;Sony;955393;
361;2017;Rei Arthur: A Lenda da Espada;Ficção;Estados Unidos;Estrangeiros;18/05/2017;Warner;952586;
362;2015;Linda de morrer;Ficção;Brasil;Brasileiros;20/08/2015;Fox;948542;
363;2013;Bons de Bico;Animação;Estados Unidos;Estrangeiros;08/11/2013;Imagem;945588;
364;2011;Entrando numa fria maior ainda com a família;Ficção;Estados Unidos;Estrangeiros;07/01/2011;Paramount;944449;
365;2009;Presságio;Ficção;Estados Unidos;Estrangeiros;10/04/2009;Paris;943863;
366;2012;Sombras da Noite;Ficção;Estados Unidos;Estrangeiros;23/06/2012;Warner;940393;
367;2013;Jack - o Caçador de Gigantes;Ficção;Estados Unidos;Estrangeiros;29/03/2013;Warner;940169;
368;2012;Busca Implacável 2;Ficção;Estados Unidos;Estrangeiros;05/10/2012;Fox;938166;
369;2012;As Aventuras de Agamenon, o Repórter;Ficção;Brasil;Brasileiros;06/01/2012;Downtown/Paris/RioFilme;937980;
370;2013;Inatividade Paranormal;Ficção;Estados Unidos;Estrangeiros;01/02/2013;Playarte;924582;
371;2016;Vai que dá certo 2;Ficção;Brasil;Brasileiros;07/01/2016;Imagem;923426;
372;2017;Tempestade: Planeta em fúria;Ficção;Estados Unidos;Estrangeiros;19/10/2017;Warner;908175;
373;2010;A rede social;Ficção;Estados Unidos;Estrangeiros;03/12/2010;Sony;908049;
374;2014;Livrai-nos do Mal;Ficção;Estados Unidos;Estrangeiros;18/09/2014;Sony;905364;
375;2017;Blade Runner 2049;Ficção;Estados Unidos;Estrangeiros;05/10/2017;Sony;904780;
376;2014;Sem Escalas;Ficção;Estados Unidos;Estrangeiros;01/03/2014;Paris;903041;
377;2014;Tarzan;Animação;Alemanha;Estrangeiros;17/01/2014;Imagem;901617;
378;2013;Os estagiários;Ficção;Estados Unidos;Estrangeiros;30/08/2013;Fox;900121;
379;2009;Bastardos Inglórios;Ficção;Estados Unidos;Estrangeiros;09/10/2009;Universal;900001;
380;2017;A torre negra;Ficção;Estados Unidos;Estrangeiros;24/08/2017;Sony;898802;
381;2015;Kingsman - Serviço Secreto;Ficção;Reino Unido;Estrangeiros;05/03/2015;Fox;893501;
382;2010;Ilha do Medo;Ficção;Estados Unidos;Estrangeiros;12/03/2010;Paramount;893212;
383;2010;O Livro de Eli;Ficção;Estados Unidos;Estrangeiros;19/03/2010;Sony;891788;
384;2009;Força G;Ficção;Estados Unidos;Estrangeiros;14/08/2009;Sony;886773;
385;2017;Fala sério, mãe!;Ficção;Brasil;Brasileiros;28/12/2017;Downtown/Paris;883251;
386;2011;Premonição 5;Ficção;Canadá, Estados Unidos, Hong Kong;Estrangeiros;23/09/2011;Warner;877736;
387;2013;O cavaleiro solitário;Ficção;Estados Unidos;Estrangeiros;12/07/2013;Disney;876634;
388;2012;Viagem 2 - A Ilha Misteriosa;Ficção;Estados Unidos;Estrangeiros;03/02/2012;Warner;874296;
389;2010;Idas e Vindas do Amor;Ficção;Estados Unidos;Estrangeiros;19/02/2010;Warner;863445;
390;2009;O Sequestro do Metrô 123;Ficção;Estados Unidos;Estrangeiros;04/09/2009;Sony;860582;
391;2010;O Lobisomem;Ficção;Estados Unidos;Estrangeiros;12/02/2010;Universal;856171;
392;2013;Dezesseis luas;Ficção;Estados Unidos;Estrangeiros;01/03/2013;Paris;854947;
393;2011;Pânico 4;Ficção;Estados Unidos;Estrangeiros;15/04/2011;Imagem;852856;
394;2010;Lula, O Filho do Brasil;Ficção;Brasil;Brasileiros;01/01/2010;Downtown/Europa;848733;
395;2010;Simplesmente complicado;Ficção;Estados Unidos;Estrangeiros;26/02/2010;Universal;844439;
396;2012;Battleship - A Batalha dos Mares;Ficção;Estados Unidos;Estrangeiros;11/05/2012;Universal;837283;
397;2012;O Lorax - Em Busca da Trúfula Perdida;Animação;Estados Unidos;Estrangeiros;30/03/2012;Universal;837008;
398;2013;A Viagem ;Ficção;Alemanha, Cingapura, Estados Unidos, Hong Kong;Estrangeiros;11/01/2013;Imagem;836123;
399;2009;Ele não Está tão Afim;Ficção;Estados Unidos;Estrangeiros;27/03/2009;Playarte;834552;
400;2016;Star Trek: Sem Fronteiras;Ficção;Estados Unidos;Estrangeiros;01/09/2016;Paramount;833246;
401;2010;Amor sem Escalas;Ficção;Estados Unidos;Estrangeiros;22/01/2010;Paramount;829184;
402;2016;Quando as luzes se apagam;Ficção;Estados Unidos;Estrangeiros;18/08/2016;Warner;823195;
403;2014;Confissões de Adolescente - o Filme;Ficção;Brasil;Brasileiros;10/01/2014;Sony;816971;
404;2016;Cinquenta Tons de Preto;Ficção;Estados Unidos;Estrangeiros;03/03/2016;Imagem;813257;
405;2015;Qualquer Gato Vira-lata 2;Ficção;Brasil;Brasileiros;04/06/2015;Downtown/Paris;807827;
406;2016;Bruxa de Blair;Ficção;Estados Unidos;Estrangeiros;15/09/2016;Paris;804023;
407;2013;Além da escuridão - Star Trek;Ficção;Estados Unidos;Estrangeiros;14/06/2013;Paramount;803146;
408;2013;Os Miseráveis;Ficção;Estados Unidos;Estrangeiros;01/02/2013;Universal;794495;
409;2013;Lincoln;Ficção;Estados Unidos;Estrangeiros;25/01/2013;Fox;793939;
410;2010;Atividade paranormal 2;Ficção;Estados Unidos;Estrangeiros;22/10/2010;Paramount;792338;
411;2017;Dunkirk;Ficção;Estados Unidos;Estrangeiros;27/07/2017;Warner;789883;
412;2010;Premonição 4;Ficção;Estados Unidos;Estrangeiros;05/02/2010;Playarte;785259;
413;2013;A Vida Secreta de Walter Mitty;Ficção;Estados Unidos;Estrangeiros;20/12/2013;Fox;781961;
414;2014;Pompeia;Ficção;Alemanha, Canadá, Estados Unidos;Estrangeiros;21/02/2014;Imagem;779766;
415;2014;Tim Maia;Ficção;Brasil;Brasileiros;30/10/2014;Downtown/Paris;777699;
416;2014;No Limite do Amanhã;Ficção;Estados Unidos;Estrangeiros;29/05/2014;Warner;772526;
417;2009;G.I. Joe - A Origem de Cobra;Ficção;Estados Unidos;Estrangeiros;07/08/2009;Paramount;772320;
418;2016;O Homem nas Trevas;Ficção;Estados Unidos;Estrangeiros;08/09/2016;Sony;770587;
419;2011;Invasão do Mundo: batalha de Los Angeles;Ficção;Estados Unidos;Estrangeiros;18/03/2011;Sony;769357;
420;2015;A Teoria de Tudo;Ficção;Reino Unido;Estrangeiros;29/01/2015;Universal;763660;
421;2016;O Contador;Ficção;Estados Unidos;Estrangeiros;20/10/2016;Warner;758131;
422;2012;Anjos da Noite – O Despertar;Ficção;Estados Unidos;Estrangeiros;02/03/2012;Sony;746474;
423;2011;Happy feet 2;Animação;Estados Unidos;Estrangeiros;25/11/2011;Warner;746398;
424;2015;Ted 2;Ficção;Estados Unidos;Estrangeiros;27/08/2015;Universal;743118;
425;2017;Meus 15 Anos;Ficção;Brasil;Brasileiros;22/06/2017;Downtown/Paris;742137;
426;2016;Creed: Nascido para lutar;Ficção;Estados Unidos;Estrangeiros;14/01/2016;Warner;740667;
427;2009;Sempre ao Seu Lado;Ficção;Estados Unidos;Estrangeiros;25/12/2009;Imagem;734083;
428;2013;As Bem-armadas;Ficção;Estados Unidos;Estrangeiros;20/09/2013;Fox;733824;
429;2017;A Vigilante do Amanhã - Ghost in the shell;Ficção;Estados Unidos;Estrangeiros;30/03/2017;Paramount;726736;
430;2011;Besouro Verde;Ficção;Estados Unidos;Estrangeiros;18/02/2011;Sony;725895;
431;2011;Conan - o bárbaro;Ficção;Estados Unidos;Estrangeiros;16/09/2011;Califórnia;723209;
432;2011;O ritual;Ficção;Estados Unidos;Estrangeiros;11/02/2011;Warner;720890;
433;2011;Professora sem classe;Ficção;Estados Unidos;Estrangeiros;19/08/2011;Sony;720766;
434;2009;Encontro de Casais;Ficção;Estados Unidos;Estrangeiros;25/12/2009;Universal;718929;
435;2016;Os oito odiados;Ficção;Estados Unidos;Estrangeiros;07/01/2016;Diamond Films do Brasil;718811;
436;2013;O Ataque;Ficção;Estados Unidos;Estrangeiros;06/09/2013;Sony;718668;
437;2010;Red - aposentados e perigosos;Ficção;Estados Unidos;Estrangeiros;12/11/2010;Paris;714817;
438;2013;Uma família em apuros;Ficção;Estados Unidos;Estrangeiros;11/01/2013;Fox;714444;
439;2010;Uma noite fora de série;Ficção;Estados Unidos;Estrangeiros;09/04/2010;Fox;714193;
440;2009;Michael Jackson This Is It;Documentário;Estados Unidos;Estrangeiros;28/10/2009;Sony;712518;
441;2013;O Tempo e o Vento;Ficção;Brasil;Brasileiros;20/09/2013;Downtown/Paris;711515;
442;2014;O Protetor;Ficção;Estados Unidos;Estrangeiros;25/09/2014;Sony;706600;
443;2013;Última Viagem a Vegas;Ficção;Estados Unidos;Estrangeiros;06/12/2013;Paris;697751;
444;2016;A Bruxa;Ficção;Canadá, Estados Unidos;Estrangeiros;03/03/2016;Universal;690836;
445;2016;Jack Reacher: Sem Retorno;Ficção;Estados Unidos;Estrangeiros;24/11/2016;Paramount;689873;
446;2016;A Garota no Trem;Ficção;Estados Unidos;Estrangeiros;27/10/2016;Universal;685138;
447;2012;Millennium - Homens que não Amavam as Mulheres;Ficção;Suécia, Estados Unidos;Estrangeiros;27/01/2012;Sony;681044;
448;2015;Victor Frankenstein;Ficção;Estados Unidos;Estrangeiros;26/11/2015;Fox;678764;
449;2013;Mama;Ficção;Canadá, Espanha;Estrangeiros;05/04/2013;Universal;677129;
450;2015;Tomorrowland: Um Lugar Onde Nada é Impossível;Ficção;Estados Unidos;Estrangeiros;04/06/2015;Disney;676655;
451;2016;O Vendedor de Sonhos;Ficção;Brasil;Brasileiros;08/12/2016;Warner;673242;
452;2012;A Dama de Ferro;Ficção;Reino Unido;Estrangeiros;17/02/2012;Paris;670274;
453;2011;Santuário;Ficção;Estados Unidos;Estrangeiros;04/02/2011;Paris;670102;
454;2009;O Menino da Porteira;Ficção;Brasil;Brasileiros;06/03/2009;Sony;669287;
455;2012;O Impossível;Ficção;Espanha, Estados Unidos;Estrangeiros;21/12/2012;Paris;668285;
456;2016;Um namorado para minha mulher;Ficção;Brasil;Brasileiros;01/09/2016;Downtown/Paris;665999;
457;2017;Alien: Covenant;Ficção;Estados Unidos, Reino Unido;Estrangeiros;11/05/2017;Fox;664264;
458;2010;Plano B;Ficção;Estados Unidos;Estrangeiros;11/06/2010;Sony;660838;
459;2012;Para Roma com Amor;Ficção;Espanha, Estados Unidos, Itália;Estrangeiros;29/06/2012;Paris;657329;
460;2014;Hercules;Ficção;Estados Unidos;Estrangeiros;07/02/2014;Diamond Films do Brasil;653138;
461;2013;Os instrumentos mortais - Cidade dos ossos;Ficção;Estados Unidos;Estrangeiros;23/08/2013;Paris;650555;
462;2016;Jason Bourne;Ficção;Estados Unidos;Estrangeiros;28/07/2016;Universal;648312;
463;2017;Baywatch - S.O.S. Malibu;Ficção;Estados Unidos;Estrangeiros;15/06/2017;Paramount;648229;
464;2014;Copa de Elite;Ficção;Brasil;Brasileiros;17/04/2014;Fox;646224;
465;2016;O Bom Gigante Amigo;Ficção;Canadá, Estados Unidos, Reino Unido;Estrangeiros;28/07/2016;Disney;640571;
466;2011;Padre;Ficção;Estados Unidos;Estrangeiros;13/05/2011;Sony;635862;
467;2017;Jogos mortais: Jigsaw;Ficção;Canadá, Estados Unidos;Estrangeiros;30/11/2017;Paris;635145;
468;2014;Trapaça;Ficção;Estados Unidos;Estrangeiros;07/02/2014;Sony;633395;
469;2014;O Apocalipse;Ficção;Estados Unidos;Estrangeiros;23/10/2014;Imagem;632876;
470;2009;Hannah Montana - O Filme;Ficção;Estados Unidos;Estrangeiros;11/06/2009;Sony;632018;
471;2016;Pai em Dose Dupla;Ficção;Estados Unidos;Estrangeiros;28/01/2016;Paramount;627732;
472;2010;Caçador de recompensas;Ficção;Estados Unidos;Estrangeiros;16/04/2010;Sony;627092;
